label,img_id,confidence,xmin,ymin,xmax,ymax
barrier,20200829163250129_1.mp4_270,0.163167,1283.0,413.0,1403.0,490.0
barrier,20200829163250129_1.mp4_270,0.150635,1088.0,387.0,1388.0,526.0
barrier,20200829163250129_1.mp4_270,0.0907592,105.315,956.0,271.919,1037.67
barrier,20200829163250129_1.mp4_270,0.0878907,410.0,393.0,512.0,467.0
barrier,20200829163250129_1.mp4_270,0.0738729,1670.99,381.352,1792.33,450.664
barrier,20200829163250129_1.mp4_270,0.0722047,99.4872,870.784,306.945,954.784
barrier,20200829163250129_1.mp4_270,0.0522867,141.0,338.0,241.0,399.0
coast,20200829163250129_1.mp4_270,0.907715,19.9534,2.67527,1905.04,488.337
barrier,20200829163250129_1.mp4_270,0.799642,29.1832,399.127,425.884,580.596
barrier,20200829163250129_1.mp4_270,0.731283,1786.86,362.082,1902.13,461.269
barrier,20200829163250129_1.mp4_270,0.698568,498.61,391.35,766.04,495.98
barrier,20200829163250129_1.mp4_270,0.663574,800.145,399.972,1109.8,536.016
barrier,20200829163250129_1.mp4_270,0.534505,1410.9,397.911,1697.04,506.829
barrier,20200829163250129_1.mp4_270,0.163167,1283.0,413.0,1403.0,490.0
barrier,20200829163250129_1.mp4_270,0.150635,1088.0,387.0,1388.0,526.0
barrier,20200829163250129_1.mp4_270,0.0907592,105.315,956.0,271.919,1037.67
barrier,20200829163250129_1.mp4_270,0.0878907,410.0,393.0,512.0,467.0
barrier,20200829163250129_1.mp4_270,0.0738729,1670.99,381.352,1792.33,450.664
barrier,20200829163250129_1.mp4_270,0.0566,101.0,871.0,305.0,955.0
barrier,20200829163250129_1.mp4_270,0.0522867,141.0,338.0,241.0,399.0
coast,20200829163250129_1.mp4_270,0.907715,19.9534,2.67527,1905.04,488.337
barrier,20200829163250129_1.mp4_270,0.799642,29.1832,399.127,425.884,580.596
barrier,20200829163250129_1.mp4_270,0.731283,1786.86,362.082,1902.13,461.269
barrier,20200829163250129_1.mp4_270,0.698568,498.61,391.35,766.04,495.98
barrier,20200829163250129_1.mp4_270,0.663574,800.145,399.972,1109.8,536.016
barrier,20200829163250129_1.mp4_270,0.534505,1410.9,397.911,1697.04,506.829
barrier,20200829163250129_1.mp4_270,0.344279,1187.77,398.26,1385.28,500.971
barrier,20200829163250129_1.mp4_270,0.0907592,105.315,956.0,271.919,1037.67
barrier,20200829163250129_1.mp4_270,0.0878907,410.0,393.0,512.0,467.0
barrier,20200829163250129_1.mp4_270,0.0738729,1670.99,381.352,1792.33,450.664
barrier,20200829163250129_1.mp4_270,0.0566,101.0,871.0,305.0,955.0
barrier,20200829163250129_1.mp4_270,0.0522867,141.0,338.0,241.0,399.0
coast,20200829163250129_1.mp4_178,0.872721,388.548,275.078,1567.4,476.296
barrier,20200829163250129_1.mp4_178,0.692627,394.649,457.947,471.237,485.446
barrier,20200829163250129_1.mp4_178,0.486654,1105.13,463.13,1122.87,475.435
barrier,20200829163250129_1.mp4_178,0.692627,394.649,457.947,471.237,485.446
coast,20200829163250129_1.mp4_178,0.586751,234.804,259.032,1717.22,493.011
barrier,20200829163250129_1.mp4_178,0.496175,1105.11,463.108,1122.89,475.446
coast,20200829163250129_1.mp4_178,0.28597,704.0,308.0,1260.0,442.0
barrier,20200829163250129_1.mp4_178,0.184987,1470.8,439.933,1525.2,468.135
barrier,20200829163250129_1.mp4_178,0.14034,1229.2,464.201,1257.2,480.101
coast,20200829163250129_1.mp4_178,0.073771,1257.0,312.0,1547.0,439.0
barrier,20200829163250129_1.mp4_178,0.0714927,1660.0,460.0,1676.0,468.0
barrier,20200829163250129_1.mp4_178,0.692627,394.649,457.947,471.237,485.446
coast,20200829163250129_1.mp4_178,0.586751,234.804,259.032,1717.22,493.011
barrier,20200829163250129_1.mp4_178,0.486654,1105.13,463.13,1122.87,475.435
coast,20200829163250129_1.mp4_178,0.28597,704.0,308.0,1260.0,442.0
barrier,20200829163250129_1.mp4_178,0.172526,1471.0,440.0,1525.0,468.0
barrier,20200829163250129_1.mp4_178,0.126221,1229.0,464.0,1257.0,480.0
coast,20200829163250129_1.mp4_178,0.073771,1257.0,312.0,1547.0,439.0
barrier,20200829163250129_1.mp4_178,0.0714927,1660.0,460.0,1676.0,468.0
coast,20200829163250129_1.mp4_178,0.709869,456.237,277.956,1565.81,473.389
barrier,20200829163250129_1.mp4_178,0.692627,394.649,457.947,471.237,485.446
barrier,20200829163250129_1.mp4_178,0.486654,1105.13,463.13,1122.87,475.435
barrier,20200829163250129_1.mp4_178,0.172526,1471.0,440.0,1525.0,468.0
barrier,20200829163250129_1.mp4_178,0.126221,1229.0,464.0,1257.0,480.0
barrier,20200829163250129_1.mp4_178,0.0714927,1660.0,460.0,1676.0,468.0
coast,20200829153758943.mp4_9,0.538574,37.8785,227.557,910.908,491.522
barrier,20200829153758943.mp4_9,0.451009,1143.56,362.0,1160.44,372.0
barrier,20200829153758943.mp4_9,0.451009,1143.56,362.0,1160.44,372.0
coast,20200829153758943.mp4_9,0.438151,44.4974,210.266,961.769,486.37
barrier,20200829153758943.mp4_9,0.181478,1751.24,332.0,1803.24,357.517
barrier,20200829153758943.mp4_9,0.168111,935.748,375.0,960.0,386.786
barrier,20200829153758943.mp4_9,0.158203,1533.15,331.662,1590.85,359.169
coast,20200829153758943.mp4_9,0.102254,1127.66,250.61,1901.56,383.305
coast,20200829153758943.mp4_9,0.100423,9.0,303.0,689.0,514.0
barrier,20200829153758943.mp4_9,0.0927836,1680.65,332.824,1727.35,355.0
barrier,20200829153758943.mp4_9,0.079956,1227.0,336.0,1249.0,363.0
coast,20200829153758943.mp4_9,0.538574,37.8785,227.557,910.908,491.522
barrier,20200829153758943.mp4_9,0.451009,1143.56,362.0,1160.44,372.0
barrier,20200829153758943.mp4_9,0.181478,1751.24,332.0,1803.24,357.517
barrier,20200829153758943.mp4_9,0.168111,935.748,375.0,960.0,386.786
barrier,20200829153758943.mp4_9,0.158203,1533.15,331.662,1590.85,359.169
barrier,20200829153758943.mp4_9,0.113647,1226.41,334.518,1251.96,364.779
coast,20200829153758943.mp4_9,0.102254,1127.66,250.61,1901.56,383.305
barrier,20200829153758943.mp4_9,0.076416,1681.0,333.0,1727.0,355.0
coast,20200829153758943.mp4_9,0.538574,37.8785,227.557,910.908,491.522
barrier,20200829153758943.mp4_9,0.451009,1143.56,362.0,1160.44,372.0
barrier,20200829153758943.mp4_9,0.181478,1751.24,332.0,1803.24,357.517
barrier,20200829153758943.mp4_9,0.168111,935.748,375.0,960.0,386.786
barrier,20200829153758943.mp4_9,0.158203,1533.15,331.662,1590.85,359.169
barrier,20200829153758943.mp4_9,0.113647,1226.41,334.518,1251.96,364.779
coast,20200829153758943.mp4_9,0.102254,1127.66,250.61,1901.56,383.305
barrier,20200829153758943.mp4_9,0.076416,1681.0,333.0,1727.0,355.0
barrier,20200829153758943.mp4_13,0.678385,204.139,371.657,377.867,469.901
barrier,20200829153758943.mp4_13,0.641927,130.213,257.424,264.76,349.865
barrier,20200829153758943.mp4_13,0.503337,341.056,313.325,362.006,335.613
barrier,20200829153758943.mp4_13,0.224121,532.0,322.0,546.0,331.0
barrier,20200829153758943.mp4_13,0.678385,204.139,371.657,377.867,469.901
barrier,20200829153758943.mp4_13,0.434082,341.544,314.175,361.369,334.913
barrier,20200829153758943.mp4_13,0.425293,118.606,250.0,272.788,357.436
barrier,20200829153758943.mp4_13,0.2889,531.552,321.552,546.448,331.224
barrier,20200829153758943.mp4_13,0.226145,684.678,315.554,719.272,335.355
barrier,20200829153758943.mp4_13,0.216634,153.0,272.0,249.0,335.0
coast,20200829153758943.mp4_13,0.197042,345.044,157.243,1904.7,381.512
barrier,20200829153758943.mp4_13,0.147868,112.0,323.0,150.0,346.0
barrier,20200829153758943.mp4_13,0.143311,1443.0,186.0,1805.0,269.0
barrier,20200829153758943.mp4_13,0.134115,622.218,288.218,657.782,330.227
barrier,20200829153758943.mp4_13,0.118713,1553.9,144.452,1693.39,309.902
barrier,20200829153758943.mp4_13,0.0692547,338.0,308.0,366.0,340.0
coast,20200829153758943.mp4_13,0.0618083,0.0,280.0,563.0,333.0
barrier,20200829153758943.mp4_13,0.0558267,1090.0,251.0,1372.0,314.0
barrier,20200829153758943.mp4_13,0.0546873,1678.0,340.0,1752.0,372.0
barrier,20200829153758943.mp4_13,0.678385,204.139,371.657,377.867,469.901
barrier,20200829153758943.mp4_13,0.641927,130.213,257.424,264.76,349.865
barrier,20200829153758943.mp4_13,0.503337,341.056,313.325,362.006,335.613
barrier,20200829153758943.mp4_13,0.2889,531.552,321.552,546.448,331.224
barrier,20200829153758943.mp4_13,0.220581,684.746,315.492,719.254,335.238
coast,20200829153758943.mp4_13,0.197042,345.044,157.243,1904.7,381.512
barrier,20200829153758943.mp4_13,0.147868,112.0,323.0,150.0,346.0
barrier,20200829153758943.mp4_13,0.143311,1443.0,186.0,1805.0,269.0
barrier,20200829153758943.mp4_13,0.134115,622.218,288.218,657.782,330.227
barrier,20200829153758943.mp4_13,0.118713,1553.9,144.452,1693.39,309.902
barrier,20200829153758943.mp4_13,0.0760496,1107.55,243.288,1353.92,322.243
coast,20200829153758943.mp4_13,0.0618083,0.0,280.0,563.0,333.0
barrier,20200829153758943.mp4_13,0.0546873,1678.0,340.0,1752.0,372.0
barrier,20200829153758943.mp4_13,0.678385,204.139,371.657,377.867,469.901
barrier,20200829153758943.mp4_13,0.641927,130.213,257.424,264.76,349.865
barrier,20200829153758943.mp4_13,0.503337,341.056,313.325,362.006,335.613
barrier,20200829153758943.mp4_13,0.2889,531.552,321.552,546.448,331.224
barrier,20200829153758943.mp4_13,0.262024,1493.25,167.176,1754.43,287.531
barrier,20200829153758943.mp4_13,0.220581,684.746,315.492,719.254,335.238
coast,20200829153758943.mp4_13,0.197042,345.044,157.243,1904.7,381.512
barrier,20200829153758943.mp4_13,0.147868,112.0,323.0,150.0,346.0
barrier,20200829153758943.mp4_13,0.134115,622.218,288.218,657.782,330.227
barrier,20200829153758943.mp4_13,0.0885924,1655.2,336.944,1764.08,376.202
barrier,20200829153758943.mp4_13,0.0760496,1107.55,243.288,1353.92,322.243
coast,20200829153758943.mp4_13,0.0618083,0.0,280.0,563.0,333.0
coast,20200829163250129_1.mp4_30,0.829427,43.4021,398.417,1917.04,609.332
coast,20200829163250129_1.mp4_30,0.829427,43.4021,398.417,1917.04,609.332
barrier,20200829163250129_1.mp4_30,0.0686746,790.0,603.808,804.0,612.0
coast,20200829163250129_1.mp4_30,0.829427,43.4021,398.417,1917.04,609.332
barrier,20200829163250129_1.mp4_30,0.062093,790.0,604.0,804.0,612.0
coast,20200829163250129_1.mp4_30,0.829427,43.4021,398.417,1917.04,609.332
barrier,20200829163250129_1.mp4_30,0.062093,790.0,604.0,804.0,612.0
coast,20200829160701219_1.mp4_12,0.287842,30.7953,298.461,654.639,367.769
barrier,20200829160701219_1.mp4_12,0.233724,1603.0,228.0,1631.0,245.0
coast,20200829160701219_1.mp4_12,0.47876,45.6317,299.075,634.446,367.861
barrier,20200829160701219_1.mp4_12,0.324219,1602.72,227.721,1631.28,245.558
barrier,20200829160701219_1.mp4_12,0.0709204,976.854,432.951,1002.34,450.049
barrier,20200829160701219_1.mp4_12,0.0641224,1796.15,118.301,1907.07,233.685
coast,20200829160701219_1.mp4_12,0.47876,45.6317,299.075,634.446,367.861
barrier,20200829160701219_1.mp4_12,0.324219,1602.72,227.721,1631.28,245.558
barrier,20200829160701219_1.mp4_12,0.0674643,977.0,433.0,1002.0,450.0
barrier,20200829160701219_1.mp4_12,0.059204,1796.0,116.0,1906.0,231.0
coast,20200829160701219_1.mp4_12,0.47876,45.6317,299.075,634.446,367.861
barrier,20200829160701219_1.mp4_12,0.324219,1602.72,227.721,1631.28,245.558
barrier,20200829160701219_1.mp4_12,0.0674643,977.0,433.0,1002.0,450.0
barrier,20200829160701219_1.mp4_12,0.059204,1796.0,116.0,1906.0,231.0
barrier,20200829163250129_1.mp4_306,0.849121,550.504,437.466,1051.38,799.585
barrier,20200829163250129_1.mp4_306,0.777507,1052.06,322.788,1731.27,628.606
barrier,20200829163250129_1.mp4_306,0.776204,58.6351,350.411,640.695,935.938
coast,20200829163250129_1.mp4_306,0.708496,0.0,63.5541,1687.35,859.596
barrier,20200829163250129_1.mp4_306,0.368896,1720.87,404.0,1895.13,522.181
barrier,20200829163250129_1.mp4_306,0.192871,1652.0,740.0,1858.0,824.0
barrier,20200829163250129_1.mp4_306,0.147054,646.0,709.0,848.0,861.0
barrier,20200829163250129_1.mp4_306,0.849121,550.504,437.466,1051.38,799.585
coast,20200829163250129_1.mp4_306,0.708496,0.0,63.5541,1687.35,859.596
barrier,20200829163250129_1.mp4_306,0.512207,1080.07,316.463,1645.95,601.987
barrier,20200829163250129_1.mp4_306,0.372233,1653.93,742.891,1854.15,823.036
barrier,20200829163250129_1.mp4_306,0.368896,1720.87,404.0,1895.13,522.181
barrier,20200829163250129_1.mp4_306,0.296387,162.868,501.885,523.673,780.099
barrier,20200829163250129_1.mp4_306,0.182302,575.658,200.474,589.447,211.447
barrier,20200829163250129_1.mp4_306,0.168233,56.0553,438.0,154.417,522.0
barrier,20200829163250129_1.mp4_306,0.131042,1261.32,787.545,1439.59,847.545
barrier,20200829163250129_1.mp4_306,0.0813397,1105.0,362.0,1913.0,680.0
barrier,20200829163250129_1.mp4_306,0.849121,550.504,437.466,1051.38,799.585
coast,20200829163250129_1.mp4_306,0.708496,0.0,63.5541,1687.35,859.596
barrier,20200829163250129_1.mp4_306,0.593547,1083.48,322.704,1682.54,612.678
barrier,20200829163250129_1.mp4_306,0.372233,1653.93,742.891,1854.15,823.036
barrier,20200829163250129_1.mp4_306,0.368896,1720.87,404.0,1895.13,522.181
barrier,20200829163250129_1.mp4_306,0.296387,162.868,501.885,523.673,780.099
barrier,20200829163250129_1.mp4_306,0.168233,56.0553,438.0,154.417,522.0
barrier,20200829163250129_1.mp4_306,0.16805,575.799,200.6,589.4,211.4
barrier,20200829163250129_1.mp4_306,0.131042,1261.32,787.545,1439.59,847.545
barrier,20200829163250129_1.mp4_306,0.0769857,0.0,505.761,121.605,697.852
barrier,20200829163250129_1.mp4_306,0.849121,550.504,437.466,1051.38,799.585
coast,20200829163250129_1.mp4_306,0.708496,0.0,63.5541,1687.35,859.596
barrier,20200829163250129_1.mp4_306,0.593547,1083.48,322.704,1682.54,612.678
barrier,20200829163250129_1.mp4_306,0.372233,1653.93,742.891,1854.15,823.036
barrier,20200829163250129_1.mp4_306,0.368896,1720.87,404.0,1895.13,522.181
barrier,20200829163250129_1.mp4_306,0.296387,162.868,501.885,523.673,780.099
barrier,20200829163250129_1.mp4_306,0.168233,56.0553,438.0,154.417,522.0
barrier,20200829163250129_1.mp4_306,0.16805,575.799,200.6,589.4,211.4
barrier,20200829163250129_1.mp4_306,0.131042,1261.32,787.545,1439.59,847.545
barrier,20200829163250129_1.mp4_306,0.0769857,0.0,505.761,121.605,697.852
coast,20200829160701219_1.mp4_70,0.806153,16.7567,253.41,604.464,391.132
coast,20200829160701219_1.mp4_70,0.806153,16.7567,253.41,604.464,391.132
barrier,20200829160701219_1.mp4_70,0.129623,1019.0,448.061,1042.88,465.122
coast,20200829160701219_1.mp4_70,0.806153,16.7567,253.41,604.464,391.132
barrier,20200829160701219_1.mp4_70,0.121745,1019.0,448.0,1043.0,465.0
coast,20200829160701219_1.mp4_70,0.806153,16.7567,253.41,604.464,391.132
barrier,20200829160701219_1.mp4_70,0.121745,1019.0,448.0,1043.0,465.0
barrier,20200829160701219_1.mp4_260,0.830403,777.36,404.68,797.944,417.972
barrier,20200829160701219_1.mp4_260,0.830403,777.36,404.68,797.944,417.972
barrier,20200829160701219_1.mp4_260,0.830403,777.36,404.68,797.944,417.972
barrier,20200829160701219_1.mp4_260,0.830403,777.36,404.68,797.944,417.972
coast,20200829160701219_1.mp4_217,0.809896,846.438,162.902,1917.45,338.79
coast,20200829160701219_1.mp4_217,0.809896,846.438,162.902,1917.45,338.79
barrier,20200829160701219_1.mp4_217,0.101563,345.578,1009.96,374.511,1030.96
barrier,20200829160701219_1.mp4_217,0.0906373,305.909,360.0,389.327,389.0
coast,20200829160701219_1.mp4_217,0.809896,846.438,162.902,1917.45,338.79
barrier,20200829160701219_1.mp4_217,0.101563,345.578,1009.96,374.511,1030.96
barrier,20200829160701219_1.mp4_217,0.0906373,305.909,360.0,389.327,389.0
coast,20200829160701219_1.mp4_217,0.809896,846.438,162.902,1917.45,338.79
barrier,20200829160701219_1.mp4_217,0.101563,345.578,1009.96,374.511,1030.96
barrier,20200829160701219_1.mp4_217,0.0906373,305.909,360.0,389.327,389.0
coast,20200829163250129_1.mp4_21,0.859049,1.33384,371.033,1919.0,533.328
coast,20200829163250129_1.mp4_21,0.859049,1.33384,371.033,1919.0,533.328
barrier,20200829163250129_1.mp4_21,0.0943197,1531.0,1065.0,1551.0,1079.0
barrier,20200829163250129_1.mp4_21,0.0617677,1862.0,581.0,1902.0,610.0
coast,20200829163250129_1.mp4_21,0.859049,1.33384,371.033,1919.0,533.328
barrier,20200829163250129_1.mp4_21,0.131632,1528.73,1064.43,1552.7,1079.28
barrier,20200829163250129_1.mp4_21,0.0617677,1862.0,581.0,1902.0,610.0
coast,20200829163250129_1.mp4_21,0.859049,1.33384,371.033,1919.0,533.328
barrier,20200829163250129_1.mp4_21,0.131632,1528.73,1064.43,1552.7,1079.28
barrier,20200829163250129_1.mp4_21,0.0617677,1862.0,581.0,1902.0,610.0
barrier,20200829155313476.mp4_7,0.825521,166.068,403.051,191.932,423.621
coast,20200829155313476.mp4_7,0.377116,645.089,352.486,1905.03,433.494
barrier,20200829155313476.mp4_7,0.361165,1571.0,404.0,1585.0,412.721
barrier,20200829155313476.mp4_7,0.250651,1441.0,403.0,1463.0,413.0
barrier,20200829155313476.mp4_7,0.540365,163.993,401.495,194.007,425.004
coast,20200829155313476.mp4_7,0.377116,645.089,352.486,1905.03,433.494
barrier,20200829155313476.mp4_7,0.361165,1571.0,404.0,1585.0,412.721
barrier,20200829155313476.mp4_7,0.299154,1440.51,402.838,1463.49,413.162
barrier,20200829155313476.mp4_7,0.285156,170.0,406.0,188.0,421.0
barrier,20200829155313476.mp4_7,0.156479,1472.0,398.0,1490.13,411.063
coast,20200829155313476.mp4_7,0.155843,973.0,356.0,1469.0,418.0
barrier,20200829155313476.mp4_7,0.120707,199.172,441.0,214.828,450.828
barrier,20200829155313476.mp4_7,0.11556,811.225,562.49,1154.9,723.51
barrier,20200829155313476.mp4_7,0.0987347,1569.41,363.0,1821.77,415.059
barrier,20200829155313476.mp4_7,0.0944113,165.083,443.083,180.917,452.0
barrier,20200829155313476.mp4_7,0.0511067,1534.0,404.0,1544.0,412.0
barrier,20200829155313476.mp4_7,0.825521,166.068,403.051,191.932,423.621
coast,20200829155313476.mp4_7,0.532959,740.974,353.514,1777.53,428.964
barrier,20200829155313476.mp4_7,0.361165,1571.0,404.0,1585.0,412.721
barrier,20200829155313476.mp4_7,0.299154,1440.51,402.838,1463.49,413.162
barrier,20200829155313476.mp4_7,0.146647,1472.0,398.0,1490.0,411.0
barrier,20200829155313476.mp4_7,0.120707,199.172,441.0,214.828,450.828
barrier,20200829155313476.mp4_7,0.11556,811.225,562.49,1154.9,723.51
barrier,20200829155313476.mp4_7,0.0929363,1568.0,363.0,1824.0,415.0
barrier,20200829155313476.mp4_7,0.0865887,165.0,443.0,181.0,452.0
barrier,20200829155313476.mp4_7,0.0511067,1534.0,404.0,1544.0,412.0
barrier,20200829155313476.mp4_7,0.825521,166.068,403.051,191.932,423.621
coast,20200829155313476.mp4_7,0.532959,740.974,353.514,1777.53,428.964
barrier,20200829155313476.mp4_7,0.361165,1571.0,404.0,1585.0,412.721
barrier,20200829155313476.mp4_7,0.299154,1440.51,402.838,1463.49,413.162
barrier,20200829155313476.mp4_7,0.146647,1472.0,398.0,1490.0,411.0
barrier,20200829155313476.mp4_7,0.120707,199.172,441.0,214.828,450.828
barrier,20200829155313476.mp4_7,0.11556,811.225,562.49,1154.9,723.51
barrier,20200829155313476.mp4_7,0.0929363,1568.0,363.0,1824.0,415.0
barrier,20200829155313476.mp4_7,0.0865887,165.0,443.0,181.0,452.0
barrier,20200829155313476.mp4_7,0.0511067,1534.0,404.0,1544.0,412.0
coast,20200829160701219_1.mp4_150,0.435221,0.0,432.429,933.556,530.53
coast,20200829160701219_1.mp4_150,0.630371,17.9556,432.606,886.637,529.128
barrier,20200829160701219_1.mp4_150,0.125193,1829.0,807.742,1861.0,830.0
barrier,20200829160701219_1.mp4_150,0.0529785,1544.41,800.829,1819.25,899.829
coast,20200829160701219_1.mp4_150,0.630371,17.9556,432.606,886.637,529.128
barrier,20200829160701219_1.mp4_150,0.109049,1829.0,808.0,1861.0,830.0
coast,20200829160701219_1.mp4_150,0.630371,17.9556,432.606,886.637,529.128
barrier,20200829160701219_1.mp4_150,0.109049,1829.0,808.0,1861.0,830.0
coast,20200829160701219_1.mp4_21,0.849609,2.00345,92.532,1915.63,439.408
coast,20200829160701219_1.mp4_21,0.849609,2.00345,92.532,1915.63,439.408
barrier,20200829160701219_1.mp4_21,0.286784,330.679,389.321,347.321,399.321
barrier,20200829160701219_1.mp4_21,0.192139,1612.78,718.521,1848.07,842.521
barrier,20200829160701219_1.mp4_21,0.163818,1085.72,1053.28,1134.28,1080.0
barrier,20200829160701219_1.mp4_21,0.101135,1612.44,557.609,1880.09,671.855
barrier,20200829160701219_1.mp4_21,0.0922444,1116.0,318.0,1128.0,326.064
coast,20200829160701219_1.mp4_21,0.849609,2.00345,92.532,1915.63,439.408
barrier,20200829160701219_1.mp4_21,0.286784,330.679,389.321,347.321,399.321
barrier,20200829160701219_1.mp4_21,0.192139,1612.78,718.521,1848.07,842.521
barrier,20200829160701219_1.mp4_21,0.163818,1085.72,1053.28,1134.28,1080.0
barrier,20200829160701219_1.mp4_21,0.101135,1612.44,557.609,1880.09,671.855
barrier,20200829160701219_1.mp4_21,0.0863443,1116.0,318.0,1128.0,326.0
coast,20200829160701219_1.mp4_21,0.849609,2.00345,92.532,1915.63,439.408
barrier,20200829160701219_1.mp4_21,0.286784,330.679,389.321,347.321,399.321
barrier,20200829160701219_1.mp4_21,0.192139,1612.78,718.521,1848.07,842.521
barrier,20200829160701219_1.mp4_21,0.163818,1085.72,1053.28,1134.28,1080.0
barrier,20200829160701219_1.mp4_21,0.101135,1612.44,557.609,1880.09,671.855
barrier,20200829160701219_1.mp4_21,0.0863443,1116.0,318.0,1128.0,326.0
