label,img_id,confidence,xmin,ymin,xmax,ymax
barrier,20200829153758943.mp4_96,0.31011782114048647,0.418424,0.572801,0.005859,0.019676
barrier,20200829153758943.mp4_96,0.9357913217473938,0.515755,0.576852,0.009115,0.027778
barrier,20200829153758943.mp4_96,0.3647226973699075,0.538216,0.577431,0.008464,0.021991
barrier,20200829153758943.mp4_96,0.07520361215399463,0.550586,0.579167,0.007161,0.020833
barrier,20200829153758943.mp4_96,0.6290045034099614,0.565885,0.580903,0.007812,0.019676
barrier,20200829153758943.mp4_96,0.04596678419333988,0.472461,0.572222,0.008464,0.025463
barrier,20200829153758943.mp4_96,0.2769074201842917,0.602995,0.576852,0.010417,0.020833
coast,20200829155313476.mp4_53,0.6391654365729719,0.503385,0.319907,0.9375,0.222222
coast,20200829160701219_1.mp4_218,0.4169982410787699,0.602018,0.409028,0.770182,0.217593
coast,20200829163250129_1.mp4_134,0.05567938602347722,0.495573,0.443171,0.971354,0.211806
barrier,20200829163250129_1.mp4_134,0.6698748489214951,0.451628,0.54213,0.016276,0.020833
barrier,20200829153758943.mp4_70,0.0332480342589887,0.544076,0.330903,0.024089,0.033565
barrier,20200829153758943.mp4_70,0.7943786463256511,0.643359,0.334375,0.028646,0.03125
barrier,20200829160701219_1.mp4_47,0.4067454211903432,0.311328,0.418866,0.041667,0.049769
barrier,20200829160701219_1.mp4_47,0.002173461425122092,0.383268,0.315278,0.051432,0.118056
barrier,20200829160701219_1.mp4_258,0.5421332426570652,0.461393,0.366204,0.01237,0.032407
coast,20200829163250129_1.mp4_122,0.7104397985723421,0.503385,0.478472,0.983073,0.282407
coast,20200829155313476.mp4_119,0.8358820084263151,0.504362,0.377199,0.965495,0.107639
barrier,20200829155313476.mp4_85,0.8108718869995378,0.223763,0.352894,0.017578,0.049769
coast,20200829155313476.mp4_85,0.8280767073209584,0.209115,0.323958,0.346354,0.075231
coast,20200829160701219_1.mp4_33,0.49775584052149235,0.477995,0.247569,0.910156,0.248843
barrier,20200829160701219_1.mp4_33,0.9049719277386854,0.252734,0.325694,0.022135,0.037037
barrier,20200829160701219_1.mp4_33,0.6317387458176753,0.693815,0.275926,0.029297,0.013889
barrier,20200829160701219_1.mp4_33,0.7679425047001286,0.595508,0.284606,0.014974,0.017361
barrier,20200829153758943.mp4_158,0.4867021117950623,0.249154,0.404398,0.021484,0.055556
barrier,20200829153758943.mp4_158,0.004772784665144525,0.317513,0.403819,0.008464,0.028935
barrier,20200829153758943.mp4_158,0.3948586472662141,0.325651,0.40787,0.009115,0.018519
barrier,20200829153758943.mp4_158,0.8712293164994614,0.39694,0.402083,0.008464,0.023148
barrier,20200829153758943.mp4_158,0.6488091647387354,0.418424,0.400347,0.009766,0.028935
barrier,20200829153758943.mp4_158,0.14793959607002416,0.361133,0.399769,0.007161,0.032407
barrier,20200829153758943.mp4_158,0.256570304166129,0.370247,0.403241,0.007161,0.030093
barrier,20200829153758943.mp4_158,0.10065970985581896,0.376432,0.403819,0.009115,0.019676
coast,20200829153758943.mp4_158,0.7253317608655728,0.559375,0.364468,0.832031,0.121528
barrier,20200829153758943.mp4_158,0.7893191328881014,0.714974,0.38125,0.010417,0.013889
coast,20200829163250129_1.mp4_52,0.7894730826810443,0.498828,0.396875,0.99349,0.137731
coast,20200829155313476.mp4_135,0.7337256190130039,0.515755,0.339583,0.957031,0.268519
barrier,20200829155313476.mp4_135,0.4534401450272353,0.184049,0.451273,0.164714,0.096065
barrier,20200829153758943.mp4_100,0.27284761989427153,0.18112,0.343056,0.00651,0.023148
barrier,20200829153758943.mp4_100,0.6448607992220364,0.200326,0.349421,0.011068,0.028935
barrier,20200829153758943.mp4_100,0.5159089144642182,0.238737,0.351736,0.004557,0.024306
barrier,20200829153758943.mp4_100,0.329175976778985,0.255013,0.35463,0.005859,0.025463
barrier,20200829153758943.mp4_100,0.836750474484778,0.280729,0.360417,0.011719,0.025463
barrier,20200829153758943.mp4_100,0.3797706561421892,0.324349,0.367361,0.007812,0.025463
barrier,20200829153758943.mp4_100,0.46729169986060815,0.347135,0.370255,0.009115,0.021991
barrier,20200829153758943.mp4_100,0.7116316542315989,0.369271,0.372569,0.007812,0.02662
barrier,20200829153758943.mp4_100,0.2922707209384384,0.389128,0.371412,0.007161,0.02662
barrier,20200829153758943.mp4_100,0.48464732898932494,0.410938,0.374884,0.010417,0.028935
coast,20200829153758943.mp4_100,0.6876519511522209,0.919401,0.44838,0.130208,0.034722
barrier,20200829153758943.mp4_44,0.8972885076302449,0.460091,0.405556,0.031901,0.05787
barrier,20200829153758943.mp4_44,0.7321883270286323,0.559375,0.4125,0.035156,0.048611
coast,20200829153758943.mp4_44,0.3585600166072468,0.855273,0.359259,0.263672,0.152778
coast,20200829153758943.mp4_44,0.8607441190716956,0.048307,0.434491,0.067708,0.215278
barrier,20200829153758943.mp4_44,0.7462522885402483,0.699349,0.402083,0.013021,0.018519
barrier,20200829153758943.mp4_44,0.3061626627319539,0.952604,0.382407,0.007812,0.018519
barrier,20200829160701219_1.mp4_37,0.685491227102474,0.484831,0.435069,0.116536,0.188657
coast,20200829160701219_1.mp4_37,0.3911425027406845,0.940234,0.429282,0.110677,0.054398
coast,20200829163250129_1.mp4_206,0.402646876712648,0.501107,0.362153,0.995443,0.297454
coast,20200829163250129_1.mp4_240,0.8943771784510391,0.492643,0.286921,0.975911,0.429398
barrier,20200829163250129_1.mp4_240,0.2559498649262083,0.978971,0.525347,0.033203,0.03125
barrier,20200829163250129_1.mp4_167,0.5527095202518071,0.302214,0.45706,0.048177,0.017361
coast,20200829163250129_1.mp4_167,0.0434459334085201,0.504362,0.429282,0.986328,0.177083
barrier,20200829163250129_1.mp4_167,0.7596220080275546,0.045703,0.435069,0.02474,0.02662
barrier,20200829153758943.mp4_65,0.8063247440632704,0.722786,0.470949,0.027344,0.03588
barrier,20200829153758943.mp4_65,0.5119279613489022,0.778125,0.473264,0.019531,0.019676
barrier,20200829163250129_1.mp4_272,0.2400251769310916,0.553841,0.478472,0.279297,0.162037
barrier,20200829163250129_1.mp4_272,0.994106634904606,0.444141,0.454745,0.157552,0.119213
barrier,20200829163250129_1.mp4_272,0.5248471784304417,0.379036,0.429282,0.135417,0.119213
barrier,20200829163250129_1.mp4_272,0.08050413465644612,0.913216,0.43044,0.154297,0.200231
barrier,20200829163250129_1.mp4_272,0.7723860858864037,0.783984,0.418287,0.14974,0.173611
barrier,20200829163250129_1.mp4_272,0.9398249611563642,0.65931,0.403241,0.16862,0.118056
coast,20200829163250129_1.mp4_272,0.15448513792851915,0.498828,0.279977,0.96224,0.53125
barrier,20200829163250129_1.mp4_272,0.12749928269909638,0.29082,0.403819,0.121745,0.123843
barrier,20200829163250129_1.mp4_272,0.22123335167099412,0.239388,0.397454,0.08138,0.092593
coast,20200829160701219_1.mp4_113,0.31900437578801555,0.291797,0.477315,0.559896,0.092593
coast,20200829160701219_1.mp4_23,0.7653832017181799,0.501432,0.380093,0.96224,0.134259
coast,20200829163250129_1.mp4_188,0.9023466211974654,0.500456,0.406134,0.978516,0.216435
barrier,20200829163250129_1.mp4_188,0.28688587224502493,0.687956,0.460532,0.039714,0.02662
coast,20200829155313476.mp4_54,0.10823971073122773,0.501758,0.382986,0.92513,0.186343
barrier,20200829155313476.mp4_54,0.09923816797562368,0.590625,0.471528,0.019531,0.064815
barrier,20200829155313476.mp4_54,0.8171228689595841,0.62806,0.47037,0.008464,0.043981
barrier,20200829163250129_1.mp4_259,0.5677762284822179,0.644661,0.400347,0.110677,0.079861
barrier,20200829163250129_1.mp4_259,0.6804271052270234,0.358854,0.415972,0.123698,0.097222
barrier,20200829163250129_1.mp4_259,0.5507556226991592,0.270638,0.422338,0.080078,0.079861
barrier,20200829163250129_1.mp4_259,0.27787172692856454,0.219857,0.424653,0.054036,0.070602
barrier,20200829163250129_1.mp4_259,0.26444898837613584,0.549284,0.414815,0.061849,0.043981
barrier,20200829163250129_1.mp4_259,0.5719943315529754,0.499805,0.420023,0.038411,0.047454
barrier,20200829163250129_1.mp4_259,0.7452630218783038,0.468229,0.417708,0.039062,0.065972
coast,20200829163250129_1.mp4_259,0.5843121937006259,0.494922,0.239468,0.985677,0.471065
barrier,20200829163250129_1.mp4_267,0.7854969088467713,0.160286,0.406134,-0.31901,0.283565
barrier,20200829163250129_1.mp4_267,0.7210671095716121,0.849089,0.346528,0.188802,0.141204
barrier,20200829163250129_1.mp4_267,0.707301006512002,0.72181,0.357523,0.108724,0.082176
barrier,20200829163250129_1.mp4_267,0.8964684608404923,0.548307,0.390509,0.123698,0.101852
barrier,20200829163250129_1.mp4_267,0.20992220739149092,0.657682,0.411343,0.070312,0.06713
barrier,20200829163250129_1.mp4_267,0.20567456800205586,0.461393,0.431019,0.125651,0.081019
barrier,20200829163250129_1.mp4_267,0.9283152427344469,0.366667,0.420023,0.052083,0.063657
barrier,20200829163250129_1.mp4_267,0.9538736035509109,0.401823,0.432176,0.079427,0.060185
coast,20200829163250129_1.mp4_267,0.014209479649565981,0.542122,0.235417,-0.909505,0.458333
